Seed Name,Price (€)
Purple Urkle (Pyramid Seeds) feminized,35.0
Romulan (Pyramid Seeds) feminized,30.0
Sunset Sherbet (Pyramid Seeds) feminized,35.0
Tahoe Cure (Pyramid Seeds) feminized,35.0
Watermelon Zkittlez (Pyramid Seeds) feminized,35.0
Tropicanna Banana (Barney's Farm) feminized,36.97
Watermelon Punch (Growers Choice) feminized,35.0
Dos Si Dos 33 (Barney's Farm) feminized,36.97
GSC (Kannabia) feminized,38.0
Silver Widow (Kannabia) feminized,38.0
Sweet Zenzation (Sweet Seeds) feminized,20.0
Red Hot Cookies (Sweet Seeds) feminized,28.0
Gorilla Girl - F1 Fast Version (Sweet Seeds) feminized,32.0
Tropicanna Poison - F1 Fast Version (Sweet Seeds) feminized,28.0
El Patron (Royal Queen Seeds) feminized,32.5
Triple G (Royal Queen Seeds) feminized,32.5
Shogun (Royal Queen Seeds) feminized,27.0
Joanne's CBD (Royal Queen Seeds) Feminized,70.0
THC-Victory (Dutch Passion) feminized,219.95
Sugar Bomb Punch (Dutch Passion) Feminized,44.95
Banana Blaze (Dutch Passion) feminized,16.95
C-Vibez (Dutch Passion) Feminized,54.95
Runtz (Zamnesia Seeds) feminized,27.99
TnT Trichome (Super Sativa Seed Club) feminized,59.0
OMG (Ripper Seeds) feminized,24.0
KmintZ (Ripper Seeds) feminized,24.0
Chocobang (Delicious Seeds) feminized,38.0
Descojack (Delicious Seeds) feminized,30.0
Silver Fire (Sensi Seeds) feminized,19.5
Cobalt Haze (Sensi Seeds) feminized,19.5
Expert Gorilla (Expert Seeds) feminized,29.0
Do-Si-Dos OG (Original Sensible) feminized,21.9
Strawberry Kush (White Label) feminized,17.0
Banana Kush (White Label) feminized,20.0
White Gorilla Haze (White Label) feminized,21.5
Gelato 420 (White Label) feminized,26.0
Wedding Cheesecake (White Label) feminized,27.5
Girl Scout Cookies (White Label) feminized,18.5
Guava Jelly (White Label) feminized,24.5
Doctor Greenman Pure CBD (Exotic Seed) feminized,24.0
Quick Sherbet (Exotic Seed) feminized,24.0
Banana Krumble (Greenhouse Seeds) feminized,30.0
Tatanka Pure CBD (Royal Queen Seeds) feminized,75.0
Wonder Pie (Greenhouse Seeds) feminized,37.0
Bubba Slush (Greenhouse Seeds) feminized,30.0
Wedding Cake (Barney's Farm) feminized,36.97
MIMOSA EVO (Barney's Farm) feminized,36.97
Purple Shot (Exotic Seed) feminized,24.0
Lemon Citron (Humboldt Seed Organization) feminized,27.01
Zammi Special (Zamnesia Seeds) feminized,12.99
Cloud Walker (Greenhouse Seeds) feminized,30.0
Kong's Krush (Greenhouse Seeds) feminized,37.0
Himalayan CBD (Sensi Seeds) feminized,24.0
Kerosene Krash (Dutch Passion) feminized,89.95
Zkittlez (Advanced Seeds) feminized,16.5
Blue Dream (Nirvana) feminized,30.0
Bruce Cookies (Original Sensible) feminized,21.9
Gorilla Cookies (Original Sensible) feminized,21.9
Wedding Cookies (Original Sensible) feminized,21.9
Tropical Fuel (Exotic Seed) feminized,30.0
Lebron Haze (BSF Seeds) feminized,28.0
Green Tiger (BSF Seeds) feminized,24.0
Killer Glue (Little Chief Collabs) feminized,85.0
Grapefruit Superstar (Amsterdam Genetics) feminized,25.0
Fatkid’s Cake (Amsterdam Genetics) feminized,30.0
Chocolato (Amsterdam Genetics) feminized,30.0
Skyrocket (Amsterdam Genetics) feminized,30.0
Runtz Muffin (Barney's Farm) feminized,31.68
Gelato (Nirvana) feminized,30.0
Original Glue (Nirvana) feminized,30.0
Blackberry Nuggets (BSB Genetics) feminized,45.0
Mimosa (BSB Genetics) feminized,45.0
The Runtz (BSB Genetics) feminized,45.0
Cure CBD (VIP Seeds) feminized,22.0
Soul Star (Dr. Underground) feminized,18.0
Mokum's Tulip (Dutch Passion) feminized,44.95
Meringue (Dutch Passion) feminized,49.95
HiFi 4G (Dutch Passion) feminized,29.95
Kukulkan (Pyramid Seeds) feminized,35.0
Dr. Bruce Banner (Original Sensible) feminized,21.9
Alien Gorilla (Original Sensible) feminized,21.9
CBD Fix (Zamnesia Seeds) Feminized,27.99
Purple Punch x Do-Si-Dos (Philosopher Seeds) feminized,40.0
Gelato-K (Kannabia) feminized,38.0
Gelato (Zamnesia Seeds) feminized,25.99
Colombian Jack (Kannabia) Feminized,38.0
Strawberry Lemonade (Barney's Farm) feminized,31.68
Dark Star x AK-49 (Vision Seeds) feminized,25.0
Lamb's Breath x AK-49 (Vision Seeds) Feminized,25.0
Nicole x OG (Vision Seeds) feminized,32.5
Pure Gelato (Vision Seeds) Feminized,30.0
Wedding Cake x Triple OG (Vision Seeds) Feminized,30.0
Gorilla SFV OG (Expert Seeds) Feminized,29.0
Gorilla Banana (Expert Seeds) Feminized,29.0
Gorilla Ice Cream (Expert Seeds) Feminized,29.0
ZkittleZ Glue (Expert Seeds) feminized,45.0
Gelato 33 (Advanced Seeds) feminized,19.0
OG Kush SFV (Advanced Seeds) feminized,15.0
Critical Mass (Advanced Seeds) feminized,17.5
Glookies (Barney's Farm) feminized,36.97
Purple Punch (Barney's Farm) feminized,36.97
Cookies Krush (Super Strains) feminized,30.0
Enemy's Dream (Super Strains) feminized,25.0
Eden (Super Strains) feminized,35.0
Mexican Candy (Super Strains) feminized,30.0
Purple Punch (Zamnesia Seeds) feminized,20.99
Double Cookies (BSF Seeds) feminized,28.0
Herz OG (Exotic Seed) feminized,24.0
Zkittalicious (Exotic Seed) feminized,22.5
Hippie Therapy CBD (Exotic Seed) feminized,22.5
Malasana Cookies (Exotic Seed) feminized,30.0
Z & Z (Exotic Seed) feminized,36.0
Bruce Banner 3 Fast (Original Sensible) feminized,21.9
Lava Freeze (Super Sativa Seed Club) feminized,145.0
Banana Bomb (Bomb Seeds) Feminized,39.5
CBD Terra Italia (Female Seeds) Feminized,30.0
Black Cherry Punch (Pyramid Seeds) feminized,35.0
Cookies USA (Pyramid Seeds) feminized,30.0
Double OG Haze (Pyramid Seeds) feminized,35.0
Gorila (Pyramid Seeds) feminized,30.0
Purple Urkle (Pyramid Seeds) feminized,35.0
Romulan (Pyramid Seeds) feminized,30.0
Sunset Sherbet (Pyramid Seeds) feminized,35.0
Tahoe Cure (Pyramid Seeds) feminized,35.0
Watermelon Zkittlez (Pyramid Seeds) feminized,35.0
Tropicanna Banana (Barney's Farm) feminized,36.97
Watermelon Punch (Growers Choice) feminized,35.0
Dos Si Dos 33 (Barney's Farm) feminized,36.97
GSC (Kannabia) feminized,38.0
Silver Widow (Kannabia) feminized,38.0
Sweet Zenzation (Sweet Seeds) feminized,20.0
Red Hot Cookies (Sweet Seeds) feminized,28.0
Gorilla Girl - F1 Fast Version (Sweet Seeds) feminized,32.0
Tropicanna Poison - F1 Fast Version (Sweet Seeds) feminized,28.0
El Patron (Royal Queen Seeds) feminized,32.5
Triple G (Royal Queen Seeds) feminized,32.5
Shogun (Royal Queen Seeds) feminized,27.0
Joanne's CBD (Royal Queen Seeds) Feminized,70.0
THC-Victory (Dutch Passion) feminized,219.95
Sugar Bomb Punch (Dutch Passion) Feminized,44.95
Banana Blaze (Dutch Passion) feminized,16.95
C-Vibez (Dutch Passion) Feminized,54.95
Runtz (Zamnesia Seeds) feminized,27.99
TnT Trichome (Super Sativa Seed Club) feminized,59.0
OMG (Ripper Seeds) feminized,24.0
KmintZ (Ripper Seeds) feminized,24.0
Chocobang (Delicious Seeds) feminized,38.0
Descojack (Delicious Seeds) feminized,30.0
Silver Fire (Sensi Seeds) feminized,19.5
Cobalt Haze (Sensi Seeds) feminized,19.5
Expert Gorilla (Expert Seeds) feminized,29.0
Do-Si-Dos OG (Original Sensible) feminized,21.9
Strawberry Kush (White Label) feminized,17.0
Banana Kush (White Label) feminized,20.0
White Gorilla Haze (White Label) feminized,21.5
Gelato 420 (White Label) feminized,26.0
Wedding Cheesecake (White Label) feminized,27.5
Girl Scout Cookies (White Label) feminized,18.5
Guava Jelly (White Label) feminized,24.5
Doctor Greenman Pure CBD (Exotic Seed) feminized,24.0
Quick Sherbet (Exotic Seed) feminized,24.0
Banana Krumble (Greenhouse Seeds) feminized,30.0
Tatanka Pure CBD (Royal Queen Seeds) feminized,75.0
Wonder Pie (Greenhouse Seeds) feminized,37.0
Bubba Slush (Greenhouse Seeds) feminized,30.0
Wedding Cake (Barney's Farm) feminized,36.97
MIMOSA EVO (Barney's Farm) feminized,36.97
Purple Shot (Exotic Seed) feminized,24.0
Lemon Citron (Humboldt Seed Organization) feminized,27.01
Zammi Special (Zamnesia Seeds) feminized,12.99
Cloud Walker (Greenhouse Seeds) feminized,30.0
Kong's Krush (Greenhouse Seeds) feminized,37.0
Himalayan CBD (Sensi Seeds) feminized,24.0
Kerosene Krash (Dutch Passion) feminized,89.95
Zkittlez (Advanced Seeds) feminized,16.5
Blue Dream (Nirvana) feminized,30.0
Bruce Cookies (Original Sensible) feminized,21.9
Gorilla Cookies (Original Sensible) feminized,21.9
Wedding Cookies (Original Sensible) feminized,21.9
Tropical Fuel (Exotic Seed) feminized,30.0
Lebron Haze (BSF Seeds) feminized,28.0
Green Tiger (BSF Seeds) feminized,24.0
Killer Glue (Little Chief Collabs) feminized,85.0
Grapefruit Superstar (Amsterdam Genetics) feminized,25.0
Fatkid’s Cake (Amsterdam Genetics) feminized,30.0
Chocolato (Amsterdam Genetics) feminized,30.0
Skyrocket (Amsterdam Genetics) feminized,30.0
Runtz Muffin (Barney's Farm) feminized,31.68
Gelato (Nirvana) feminized,30.0
Original Glue (Nirvana) feminized,30.0
Blackberry Nuggets (BSB Genetics) feminized,45.0
Mimosa (BSB Genetics) feminized,45.0
The Runtz (BSB Genetics) feminized,45.0
Strawberry Banana (BSB Genetics) feminized,40.0
CBG-Force (Dutch Passion) feminized,44.95
Cookies Gelato (Royal Queen Seeds) feminized,30.5
Expert Mac1 (Expert Seeds) feminized,29.0
Lost Pearl (Greenhouse Seeds) feminized,30.0
Lafanta Light (Light Buds) feminized,28.0
Wedding Cake (Zamnesia Seeds) feminized,25.99
Bubba Kush (Barney's Farm) feminized,29.04
Cheese (Barney's Farm) feminized,29.04
Watermelon Zkittlez (Barney's Farm) feminized,31.68
Moby Dick (Barney's Farm) feminized,31.68
Skywalker Haze (Dutch Passion) feminized,24.95
Amsterdam Amnesia (Dutch Passion) feminized,49.95
Sensi Amnesia (Sensi Seeds) feminized,25.0
Zkit Kandy Dream Edition (Kannabia) feminized,38.0
Sweet Cherry Pie (Sweet Seeds) feminized,30.0
Purple Punch OG (Sweet Seeds) feminized,24.0
Royal Runtz (Royal Queen Seeds) feminized,25.0
Wedding Crasher (Royal Queen Seeds) feminized,32.5
Chemical Bride (Greenhouse Seeds) feminized,30.0
Think Fast (Dutch Passion) feminized,29.95
THCV (Kannabia) feminized,50.0
Fenoqueen FQ-1 CBD (Fenocan) feminized,29.9
Fenojoy FJ-1 CBD (Fenocan) feminized,29.9
OG Kush SFV (Advanced Seeds) feminized,15.0
Critical Mass (Advanced Seeds) feminized,17.5
Glookies (Barney's Farm) feminized,36.97
Purple Punch (Barney's Farm) feminized,36.97
Cookies Krush (Super Strains) feminized,30.0
Enemy's Dream (Super Strains) feminized,25.0
Eden (Super Strains) feminized,35.0
Mexican Candy (Super Strains) feminized,30.0
Purple Punch (Zamnesia Seeds) feminized,20.99
Double Cookies (BSF Seeds) feminized,28.0
Herz OG (Exotic Seed) feminized,24.0
Zkittalicious (Exotic Seed) feminized,22.5
Hippie Therapy CBD (Exotic Seed) feminized,22.5
Malasana Cookies (Exotic Seed) feminized,30.0
Z & Z (Exotic Seed) feminized,36.0
Bruce Banner 3 Fast (Original Sensible) feminized,21.9
Lava Freeze (Super Sativa Seed Club) feminized,145.0
Banana Bomb (Bomb Seeds) Feminized,39.5
CBD Terra Italia (Female Seeds) Feminized,30.0
Black Cherry Punch (Pyramid Seeds) feminized,35.0
Cookies USA (Pyramid Seeds) feminized,30.0
Double OG Haze (Pyramid Seeds) feminized,35.0
Gorila (Pyramid Seeds) feminized,30.0
Purple Urkle (Pyramid Seeds) feminized,35.0
Romulan (Pyramid Seeds) feminized,30.0
Sunset Sherbet (Pyramid Seeds) feminized,35.0
Tahoe Cure (Pyramid Seeds) feminized,35.0
Watermelon Zkittlez (Pyramid Seeds) feminized,35.0
Tropicanna Banana (Barney's Farm) feminized,36.97
Watermelon Punch (Growers Choice) feminized,35.0
Dos Si Dos 33 (Barney's Farm) feminized,36.97
GSC (Kannabia) feminized,38.0
Silver Widow (Kannabia) feminized,38.0
Sweet Zenzation (Sweet Seeds) feminized,20.0
Red Hot Cookies (Sweet Seeds) feminized,28.0
Gorilla Girl - F1 Fast Version (Sweet Seeds) feminized,32.0
Tropicanna Poison - F1 Fast Version (Sweet Seeds) feminized,28.0
El Patron (Royal Queen Seeds) feminized,32.5
Triple G (Royal Queen Seeds) feminized,32.5
Shogun (Royal Queen Seeds) feminized,27.0
Joanne's CBD (Royal Queen Seeds) Feminized,70.0
THC-Victory (Dutch Passion) feminized,219.95
Sugar Bomb Punch (Dutch Passion) Feminized,44.95
Banana Blaze (Dutch Passion) feminized,16.95
C-Vibez (Dutch Passion) Feminized,54.95
Runtz (Zamnesia Seeds) feminized,27.99
TnT Trichome (Super Sativa Seed Club) feminized,59.0
OMG (Ripper Seeds) feminized,24.0
KmintZ (Ripper Seeds) feminized,24.0
Chocobang (Delicious Seeds) feminized,38.0
Descojack (Delicious Seeds) feminized,30.0
Silver Fire (Sensi Seeds) feminized,19.5
Cobalt Haze (Sensi Seeds) feminized,19.5
Expert Gorilla (Expert Seeds) feminized,29.0
Do-Si-Dos OG (Original Sensible) feminized,21.9
Strawberry Kush (White Label) feminized,17.0
Banana Kush (White Label) feminized,20.0
White Gorilla Haze (White Label) feminized,21.5
Gelato 420 (White Label) feminized,26.0
Wedding Cheesecake (White Label) feminized,27.5
Girl Scout Cookies (White Label) feminized,18.5
Guava Jelly (White Label) feminized,24.5
Doctor Greenman Pure CBD (Exotic Seed) feminized,24.0
Quick Sherbet (Exotic Seed) feminized,24.0
Banana Krumble (Greenhouse Seeds) feminized,30.0
Tatanka Pure CBD (Royal Queen Seeds) feminized,75.0
Wonder Pie (Greenhouse Seeds) feminized,37.0
Bubba Slush (Greenhouse Seeds) feminized,30.0
Wedding Cake (Barney's Farm) feminized,36.97
MIMOSA EVO (Barney's Farm) feminized,36.97
Purple Shot (Exotic Seed) feminized,24.0
Lemon Citron (Humboldt Seed Organization) feminized,27.01
Zammi Special (Zamnesia Seeds) feminized,12.99
Cloud Walker (Greenhouse Seeds) feminized,30.0
Kong's Krush (Greenhouse Seeds) feminized,37.0
Himalayan CBD (Sensi Seeds) feminized,24.0
Kerosene Krash (Dutch Passion) feminized,89.95
Zkittlez (Advanced Seeds) feminized,16.5
Blue Dream (Nirvana) feminized,30.0
Bruce Cookies (Original Sensible) feminized,21.9
Gorilla Cookies (Original Sensible) feminized,21.9
Wedding Cookies (Original Sensible) feminized,21.9
Tropical Fuel (Exotic Seed) feminized,30.0
Lebron Haze (BSF Seeds) feminized,28.0
Green Tiger (BSF Seeds) feminized,24.0
Killer Glue (Little Chief Collabs) feminized,85.0
Grapefruit Superstar (Amsterdam Genetics) feminized,25.0
Fatkid’s Cake (Amsterdam Genetics) feminized,30.0
Chocolato (Amsterdam Genetics) feminized,30.0
Skyrocket (Amsterdam Genetics) feminized,30.0
Runtz Muffin (Barney's Farm) feminized,31.68
Gelato (Nirvana) feminized,30.0
Original Glue (Nirvana) feminized,30.0
Blackberry Nuggets (BSB Genetics) feminized,45.0
Mimosa (BSB Genetics) feminized,45.0
The Runtz (BSB Genetics) feminized,45.0
Strawberry Banana (BSB Genetics) feminized,40.0
CBG-Force (Dutch Passion) feminized,44.95
Cookies Gelato (Royal Queen Seeds) feminized,30.5
Expert Mac1 (Expert Seeds) feminized,29.0
Lost Pearl (Greenhouse Seeds) feminized,30.0
Lafanta Light (Light Buds) feminized,28.0
Wedding Cake (Zamnesia Seeds) feminized,25.99
Bubba Kush (Barney's Farm) feminized,29.04
Cheese (Barney's Farm) feminized,29.04
Watermelon Zkittlez (Barney's Farm) feminized,31.68
Moby Dick (Barney's Farm) feminized,31.68
Skywalker Haze (Dutch Passion) feminized,24.95
Amsterdam Amnesia (Dutch Passion) feminized,49.95
Sensi Amnesia (Sensi Seeds) feminized,25.0
Zkit Kandy Dream Edition (Kannabia) feminized,38.0
Sweet Cherry Pie (Sweet Seeds) feminized,30.0
Purple Punch OG (Sweet Seeds) feminized,24.0
Royal Runtz (Royal Queen Seeds) feminized,25.0
Wedding Crasher (Royal Queen Seeds) feminized,32.5
Chemical Bride (Greenhouse Seeds) feminized,30.0
Think Fast (Dutch Passion) feminized,29.95
THCV (Kannabia) feminized,50.0
Fenoqueen FQ-1 CBD (Fenocan) feminized,29.9
Fenojoy FJ-1 CBD (Fenocan) feminized,29.9
Chocolate Sherbet (Growers Choice) feminized,35.0
Octane Fire (Growers Choice) feminized,35.0
Rainbow Runtz (Growers Choice) feminized,35.0
San Fernando Valley x The Purps (Growers Choice) feminized,35.0
Silvergrape Sherbet (Growers Choice) feminized,40.0
Watermelon Weddingcake (Growers Choice) feminized,35.0
Weddingcake x Frosty Gelato (Growers Choice) feminized,40.0
Blue Sunset Sherbert (Barney's Farm) feminized,36.97
Mimosa x Orange Punch (Barney's Farm) feminized,36.97
Biscotti Mintz (Barney's Farm) feminized,31.68
Gigabud (G13 Labs) feminized,39.5
Lemon Tree (Barney's Farm) feminized,31.68
Blueberry (Zamnesia Seeds) feminized,18.99
Hippieberry (Exotic Seed) Feminized,24.0
Exotic Animal (Exotic Seed) Feminized,27.0
Malasaña Gelato (Exotic Seed) feminized,27.0
Exotic Pure CBG (Exotic Seed) Feminized,24.0
Honeybells (Delicious Seeds) Feminized,27.0
Lord Kush (Delicious Seeds) Feminized,38.0
Bruce Banner 3 (Anesia Seeds) Feminized,55.0
Mob Boss (Anesia Seeds) Feminized,48.0
Sleepy Joe (Anesia Seeds) Feminized,51.0
White Runtz (Anesia Seeds) Feminized,53.0
Banana Sherbet (The Kush Brothers) Feminized,39.0
Romulan (Pyramid Seeds) feminized,30.0
Sunset Sherbet (Pyramid Seeds) feminized,35.0
Tahoe Cure (Pyramid Seeds) feminized,35.0
Watermelon Zkittlez (Pyramid Seeds) feminized,35.0
Tropicanna Banana (Barney's Farm) feminized,36.97
Watermelon Punch (Growers Choice) feminized,35.0
Dos Si Dos 33 (Barney's Farm) feminized,36.97
GSC (Kannabia) feminized,38.0
Silver Widow (Kannabia) feminized,38.0
Sweet Zenzation (Sweet Seeds) feminized,20.0
Red Hot Cookies (Sweet Seeds) feminized,28.0
Gorilla Girl - F1 Fast Version (Sweet Seeds) feminized,32.0
Tropicanna Poison - F1 Fast Version (Sweet Seeds) feminized,28.0
El Patron (Royal Queen Seeds) feminized,32.5
Triple G (Royal Queen Seeds) feminized,32.5
Shogun (Royal Queen Seeds) feminized,27.0
Joanne's CBD (Royal Queen Seeds) Feminized,70.0
THC-Victory (Dutch Passion) feminized,219.95
Sugar Bomb Punch (Dutch Passion) Feminized,44.95
Banana Blaze (Dutch Passion) feminized,16.95
C-Vibez (Dutch Passion) Feminized,54.95
Runtz (Zamnesia Seeds) feminized,27.99
TnT Trichome (Super Sativa Seed Club) feminized,59.0
OMG (Ripper Seeds) feminized,24.0
KmintZ (Ripper Seeds) feminized,24.0
Chocobang (Delicious Seeds) feminized,38.0
Descojack (Delicious Seeds) feminized,30.0
Silver Fire (Sensi Seeds) feminized,19.5
Cobalt Haze (Sensi Seeds) feminized,19.5
Expert Gorilla (Expert Seeds) feminized,29.0
Do-Si-Dos OG (Original Sensible) feminized,21.9
Strawberry Kush (White Label) feminized,17.0
Banana Kush (White Label) feminized,20.0
White Gorilla Haze (White Label) feminized,21.5
Gelato 420 (White Label) feminized,26.0
Wedding Cheesecake (White Label) feminized,27.5
Girl Scout Cookies (White Label) feminized,18.5
Guava Jelly (White Label) feminized,24.5
Doctor Greenman Pure CBD (Exotic Seed) feminized,24.0
Quick Sherbet (Exotic Seed) feminized,24.0
Banana Krumble (Greenhouse Seeds) feminized,30.0
Tatanka Pure CBD (Royal Queen Seeds) feminized,75.0
Wonder Pie (Greenhouse Seeds) feminized,37.0
Bubba Slush (Greenhouse Seeds) feminized,30.0
Wedding Cake (Barney's Farm) feminized,36.97
MIMOSA EVO (Barney's Farm) feminized,36.97
Purple Shot (Exotic Seed) feminized,24.0
Lemon Citron (Humboldt Seed Organization) feminized,27.01
Zammi Special (Zamnesia Seeds) feminized,12.99
Cloud Walker (Greenhouse Seeds) feminized,30.0
Kong's Krush (Greenhouse Seeds) feminized,37.0
Himalayan CBD (Sensi Seeds) feminized,24.0
Kerosene Krash (Dutch Passion) feminized,89.95
Zkittlez (Advanced Seeds) feminized,16.5
Blue Dream (Nirvana) feminized,30.0
Bruce Cookies (Original Sensible) feminized,21.9
Gorilla Cookies (Original Sensible) feminized,21.9
Wedding Cookies (Original Sensible) feminized,21.9
Tropical Fuel (Exotic Seed) feminized,30.0
Lebron Haze (BSF Seeds) feminized,28.0
Green Tiger (BSF Seeds) feminized,24.0
Killer Glue (Little Chief Collabs) feminized,85.0
Grapefruit Superstar (Amsterdam Genetics) feminized,25.0
Fatkid’s Cake (Amsterdam Genetics) feminized,30.0
Chocolato (Amsterdam Genetics) feminized,30.0
Skyrocket (Amsterdam Genetics) feminized,30.0
Runtz Muffin (Barney's Farm) feminized,31.68
Gelato (Nirvana) feminized,30.0
Original Glue (Nirvana) feminized,30.0
Blackberry Nuggets (BSB Genetics) feminized,45.0
Mimosa (BSB Genetics) feminized,45.0
The Runtz (BSB Genetics) feminized,45.0
Strawberry Banana (BSB Genetics) feminized,40.0
CBG-Force (Dutch Passion) feminized,44.95
Cookies Gelato (Royal Queen Seeds) feminized,30.5
Expert Mac1 (Expert Seeds) feminized,29.0
Lost Pearl (Greenhouse Seeds) feminized,30.0
Lafanta Light (Light Buds) feminized,28.0
Wedding Cake (Zamnesia Seeds) feminized,25.99
Bubba Kush (Barney's Farm) feminized,29.04
Cheese (Barney's Farm) feminized,29.04
Watermelon Zkittlez (Barney's Farm) feminized,31.68
Moby Dick (Barney's Farm) feminized,31.68
Skywalker Haze (Dutch Passion) feminized,24.95
Amsterdam Amnesia (Dutch Passion) feminized,49.95
Sensi Amnesia (Sensi Seeds) feminized,25.0
Zkit Kandy Dream Edition (Kannabia) feminized,38.0
Sweet Cherry Pie (Sweet Seeds) feminized,30.0
Purple Punch OG (Sweet Seeds) feminized,24.0
Royal Runtz (Royal Queen Seeds) feminized,25.0
